account_id,tenure_years,seat_tier,seat_count,total_annual_ticket_spend,games_scheduled,games_attended,ticket_utilization_pct,secondary_resale_pct,total_season_concession_spend,rep_touchpoints_count,complaints_logged,customer_satisfaction_score,team_wins_attended,churned
NFL-STH-10261,19,Upper Bowl,4,3488,9,7,77.8,27.6,1251.04,2,1,7.0,3,0
NFL-STH-10262,1,Upper Bowl,2,1721,9,6,66.7,43.6,339.54,4,2,6.0,2,0
NFL-STH-10263,3,Lower Bowl,2,3048,9,9,100.0,0.0,869.22,4,0,8.0,6,0
NFL-STH-10264,9,Upper Bowl,2,1817,9,7,77.8,18.1,471.66,6,2,7.0,4,0
NFL-STH-10265,6,Upper Bowl,2,1632,9,9,100.0,0.0,550.44,1,1,8.0,6,0
NFL-STH-10266,5,Lower Bowl,2,3267,9,6,66.7,42.4,681.36,4,0,9.0,3,0
NFL-STH-10267,5,Upper Bowl,2,1757,9,8,88.9,12.3,605.76,0,0,9.0,6,0
NFL-STH-10268,2,Lower Bowl,4,6683,9,7,77.8,21.0,2171.61,2,0,9.0,2,0
NFL-STH-10269,2,Lower Bowl,2,3370,9,9,100.0,0.0,1083.33,2,0,10.0,6,0
NFL-STH-10270,7,Club VIP,4,12646,9,9,100.0,0.0,2892.96,2,0,10.0,6,0
NFL-STH-10271,7,Lower Bowl,4,6089,9,8,88.9,9.0,2627.2,1,0,10.0,3,0
NFL-STH-10272,9,Lower Bowl,4,6774,9,9,100.0,0.0,1887.93,3,0,9.0,5,0
NFL-STH-10273,10,Upper Bowl,2,1751,9,9,100.0,0.0,709.47,5,1,9.0,8,0
NFL-STH-10274,3,Upper Bowl,2,1828,9,8,88.9,18.6,711.44,1,1,8.0,4,0
NFL-STH-10275,3,Upper Bowl,2,1824,9,5,55.6,47.7,419.95,2,0,,4,0
NFL-STH-10276,7,Upper Bowl,2,1830,9,9,100.0,0.0,916.92,5,0,10.0,2,0
NFL-STH-10277,5,Lower Bowl,8,13091,9,8,88.9,33.9,4619.84,2,0,8.0,4,0
NFL-STH-10278,5,Upper Bowl,2,1700,9,8,88.9,2.6,502.16,2,0,,5,0
NFL-STH-10279,7,Club VIP,2,6839,9,7,77.8,27.4,2442.51,4,0,8.0,4,0
NFL-STH-10280,9,Lower Bowl,4,6513,9,5,55.6,39.1,1358.3,2,0,,4,0
NFL-STH-10281,2,Lower Bowl,4,6256,9,6,66.7,24.6,1506.96,2,0,10.0,2,0
NFL-STH-10282,2,Lower Bowl,4,6900,9,7,77.8,22.1,2224.88,3,0,8.0,2,0
NFL-STH-10283,1,Club VIP,2,6927,9,9,100.0,0.0,2272.23,4,0,10.0,3,0
NFL-STH-10284,4,Club VIP,2,6527,9,9,100.0,0.0,2339.64,4,0,,6,0
NFL-STH-10285,1,Lower Bowl,2,3076,9,9,100.0,0.0,1842.93,4,1,9.0,6,0
NFL-STH-10286,3,Upper Bowl,2,1713,9,8,88.9,12.5,596.0,5,2,7.0,7,0
NFL-STH-10287,4,Lower Bowl,2,3425,9,8,88.9,40.3,963.76,2,0,9.0,4,0
NFL-STH-10288,2,Lower Bowl,2,3472,9,8,88.9,9.3,1068.0,0,0,8.0,4,0
NFL-STH-10289,4,Lower Bowl,2,3137,9,7,77.8,10.9,1135.05,3,0,10.0,4,0
NFL-STH-10290,1,Upper Bowl,2,1632,9,3,33.3,69.4,149.61,3,0,,1,0
NFL-STH-10291,1,Lower Bowl,2,3461,9,6,66.7,12.6,426.18,2,0,7.0,4,0
NFL-STH-10292,7,Lower Bowl,4,6453,9,6,66.7,32.4,1348.62,3,0,10.0,6,0
NFL-STH-10293,2,Lower Bowl,4,6600,9,5,55.6,44.6,809.8,5,2,7.0,4,1
NFL-STH-10294,1,Club VIP,4,14018,9,9,100.0,0.0,3937.68,1,0,6.0,6,0
NFL-STH-10295,3,Club VIP,2,6143,9,7,77.8,30.1,1855.84,2,1,7.0,6,0
NFL-STH-10296,6,Lower Bowl,2,3351,9,6,66.7,43.0,619.68,4,0,,3,0
NFL-STH-10297,1,Club VIP,2,6151,9,9,100.0,0.0,1517.94,2,0,9.0,6,0
NFL-STH-10298,4,Club VIP,4,12880,9,9,100.0,0.0,4382.37,0,0,8.0,6,0
NFL-STH-10299,1,Lower Bowl,4,6851,9,2,22.2,72.8,623.5,5,0,8.0,1,0
NFL-STH-10300,1,Upper Bowl,2,1725,9,7,77.8,20.7,322.7,0,0,9.0,5,0
NFL-STH-10301,4,Lower Bowl,6,10555,9,7,77.8,14.5,3246.74,2,0,10.0,3,0
NFL-STH-10302,4,Lower Bowl,2,3308,9,8,88.9,0.0,1236.16,3,0,,5,0
NFL-STH-10303,5,Lower Bowl,2,3194,9,9,100.0,0.0,1427.58,2,0,,5,0
NFL-STH-10304,6,Upper Bowl,4,3342,9,6,66.7,36.4,1252.44,6,0,,1,0
NFL-STH-10305,15,Lower Bowl,4,6416,9,8,88.9,0.0,3136.96,5,1,8.0,7,0
NFL-STH-10306,3,Club VIP,4,12875,9,7,77.8,18.1,3110.73,3,0,8.0,4,0
NFL-STH-10307,2,Upper Bowl,4,3265,9,2,22.2,67.8,328.76,4,0,8.0,0,1
NFL-STH-10308,7,Club VIP,2,6434,9,6,66.7,38.8,1315.08,5,0,9.0,3,0
NFL-STH-10309,2,Lower Bowl,4,6525,9,9,100.0,0.0,2341.08,2,1,8.0,6,0
NFL-STH-10310,3,Lower Bowl,2,3386,9,5,55.6,62.4,879.95,2,0,9.0,3,0
NFL-STH-10311,1,Upper Bowl,4,3564,9,5,55.6,31.4,531.0,4,0,,2,1
NFL-STH-10312,1,Lower Bowl,2,3380,9,6,66.7,14.8,625.02,4,0,9.0,2,0
NFL-STH-10313,14,Upper Bowl,4,3234,9,8,88.9,9.9,1720.72,7,0,9.0,7,0
NFL-STH-10314,8,Upper Bowl,2,1670,9,6,66.7,33.5,602.4,6,0,7.0,5,0
NFL-STH-10315,5,Club VIP,4,13430,9,4,44.4,57.8,1774.76,4,2,8.0,3,0
NFL-STH-10316,3,Lower Bowl,2,3272,9,4,44.4,51.1,622.52,3,1,8.0,3,0
NFL-STH-10317,1,Lower Bowl,4,6085,9,6,66.7,31.3,1682.82,5,0,7.0,4,0
NFL-STH-10318,1,Lower Bowl,2,3426,9,9,100.0,0.0,1575.09,2,0,,6,0
NFL-STH-10319,2,Lower Bowl,2,3410,9,6,66.7,37.0,793.44,6,0,10.0,4,0
NFL-STH-10320,4,Upper Bowl,2,1754,9,6,66.7,43.7,603.06,2,0,10.0,5,0
NFL-STH-10321,6,Upper Bowl,2,1631,9,7,77.8,2.6,929.88,6,1,8.0,2,0
NFL-STH-10322,5,Upper Bowl,4,3620,9,6,66.7,29.6,1103.52,3,0,9.0,5,0
NFL-STH-10323,2,Lower Bowl,2,3320,9,7,77.8,24.3,920.36,2,0,8.0,5,0
NFL-STH-10324,13,Upper Bowl,8,7257,9,7,77.8,13.0,2644.6,5,0,10.0,5,0
NFL-STH-10325,6,Upper Bowl,2,1806,9,7,77.8,39.5,508.83,3,1,8.0,2,0
NFL-STH-10326,4,Upper Bowl,2,1819,9,3,33.3,60.3,383.28,2,0,,1,0
NFL-STH-10327,4,Club VIP,4,13154,9,7,77.8,21.8,3486.07,2,0,,3,0
NFL-STH-10328,3,Upper Bowl,4,3301,9,8,88.9,16.7,1192.64,1,0,,6,0
NFL-STH-10329,2,Club VIP,2,6724,9,9,100.0,0.0,1783.98,4,0,10.0,3,0
NFL-STH-10330,2,Lower Bowl,4,6675,9,8,88.9,5.2,2606.64,2,2,8.0,5,0
NFL-STH-10331,6,Club VIP,4,13585,9,4,44.4,37.1,2266.88,3,0,6.0,3,0
NFL-STH-10332,1,Upper Bowl,2,1658,9,6,66.7,29.0,420.3,2,0,9.0,3,0
NFL-STH-10333,1,Upper Bowl,8,6658,9,6,66.7,43.6,2196.72,3,0,,2,0
NFL-STH-10334,1,Club VIP,8,27739,9,9,100.0,0.0,5924.61,2,1,,4,0
NFL-STH-10335,1,Lower Bowl,4,6799,9,6,66.7,29.9,1626.6,0,0,,2,0
NFL-STH-10336,8,Lower Bowl,2,3475,9,8,88.9,2.6,1148.64,2,0,9.0,2,0
NFL-STH-10337,5,Lower Bowl,4,6808,9,9,100.0,0.0,3261.96,3,0,10.0,6,0
NFL-STH-10338,3,Club VIP,2,6653,9,9,100.0,0.0,1813.14,1,0,,5,0
NFL-STH-10339,1,Lower Bowl,2,3353,9,7,77.8,31.5,641.55,2,0,7.0,7,0
NFL-STH-10340,3,Upper Bowl,2,1841,9,8,88.9,7.8,496.72,3,1,8.0,3,0
NFL-STH-10341,3,Club VIP,2,6635,9,7,77.8,17.1,1212.19,1,0,10.0,5,0
NFL-STH-10342,1,Club VIP,4,13374,9,9,100.0,0.0,5523.03,4,0,,3,0
NFL-STH-10343,3,Lower Bowl,4,6230,9,6,66.7,34.8,2117.52,1,2,,4,1
NFL-STH-10344,3,Upper Bowl,4,3471,9,5,55.6,52.1,864.05,5,0,10.0,3,0
NFL-STH-10345,4,Upper Bowl,2,1797,9,5,55.6,68.2,522.15,1,0,9.0,5,0
NFL-STH-10346,5,Upper Bowl,2,1684,9,6,66.7,41.6,496.08,1,0,9.0,4,0
NFL-STH-10347,1,Lower Bowl,2,3137,9,6,66.7,44.9,762.9,5,0,,2,0
NFL-STH-10348,2,Lower Bowl,8,12762,9,9,100.0,0.0,4320.36,0,0,,8,0
NFL-STH-10349,4,Club VIP,2,6311,9,8,88.9,6.0,1795.84,2,1,8.0,5,0
NFL-STH-10350,3,Upper Bowl,4,3339,9,6,66.7,23.0,588.54,2,1,9.0,5,0
NFL-STH-10351,8,Upper Bowl,4,3446,9,7,77.8,22.8,1193.99,4,0,9.0,4,0
NFL-STH-10352,5,Upper Bowl,2,1846,9,8,88.9,12.2,633.52,2,0,9.0,6,0
NFL-STH-10353,1,Upper Bowl,4,3488,9,4,44.4,44.8,759.24,4,0,9.0,3,0
NFL-STH-10354,1,Upper Bowl,2,1662,9,6,66.7,31.5,491.22,5,0,8.0,2,0
NFL-STH-10355,5,Club VIP,4,12307,9,8,88.9,15.1,3709.84,2,0,,5,0
NFL-STH-10356,1,Upper Bowl,6,5377,9,6,66.7,36.9,1126.38,3,0,8.0,4,0
NFL-STH-10357,4,Club VIP,2,6447,9,9,100.0,0.0,2192.49,4,2,,5,0
NFL-STH-10358,12,Lower Bowl,2,3434,9,8,88.9,16.1,1217.2,5,1,8.0,6,0
NFL-STH-10359,4,Club VIP,4,13426,9,7,77.8,25.1,2559.69,2,0,10.0,5,0
NFL-STH-10360,2,Club VIP,6,20533,9,9,100.0,0.0,6598.08,4,0,10.0,5,0
NFL-STH-10361,5,Lower Bowl,2,3170,9,4,44.4,50.5,547.96,4,0,10.0,3,0
NFL-STH-10362,3,Lower Bowl,4,6744,9,9,100.0,0.0,1952.28,2,2,6.0,4,0
NFL-STH-10363,4,Lower Bowl,4,6333,9,3,33.3,61.6,674.19,3,0,9.0,2,1
NFL-STH-10364,12,Lower Bowl,4,6981,9,7,77.8,10.2,1916.88,0,0,,3,0
NFL-STH-10365,2,Club VIP,2,6690,9,9,100.0,0.0,1649.97,7,0,10.0,3,0
NFL-STH-10366,13,Club VIP,4,12783,9,8,88.9,28.9,4119.92,0,1,,6,0
NFL-STH-10367,10,Lower Bowl,6,9508,9,8,88.9,11.2,2475.36,0,1,9.0,5,0
NFL-STH-10368,1,Lower Bowl,2,3131,9,6,66.7,31.1,971.34,1,0,9.0,4,0
NFL-STH-10369,1,Upper Bowl,2,1792,9,8,88.9,1.8,1014.08,1,1,,6,0
NFL-STH-10370,1,Upper Bowl,8,6683,9,3,33.3,85.0,753.42,0,0,,1,1
NFL-STH-10371,1,Upper Bowl,2,1766,9,6,66.7,22.6,544.08,1,0,8.0,2,0
NFL-STH-10372,1,Upper Bowl,4,3364,9,9,100.0,0.0,1178.37,5,1,8.0,5,0
NFL-STH-10373,5,Lower Bowl,2,3357,9,9,100.0,0.0,1451.07,0,1,8.0,5,0
NFL-STH-10374,1,Upper Bowl,2,1822,9,6,66.7,29.0,328.14,6,0,8.0,5,0
NFL-STH-10375,2,Lower Bowl,4,6826,9,4,44.4,59.8,1155.36,3,0,7.0,2,0
NFL-STH-10376,8,Lower Bowl,2,3405,9,9,100.0,0.0,934.29,4,1,9.0,4,0
NFL-STH-10377,1,Upper Bowl,2,1662,9,9,100.0,0.0,682.74,0,1,,5,0
NFL-STH-10378,7,Lower Bowl,2,3082,9,8,88.9,17.1,792.56,7,1,,5,0
NFL-STH-10379,2,Upper Bowl,4,3586,9,4,44.4,65.2,771.56,4,0,9.0,2,0
NFL-STH-10380,1,Upper Bowl,2,1708,9,7,77.8,40.3,442.82,0,2,,4,0
NFL-STH-10381,5,Upper Bowl,2,1725,9,7,77.8,27.3,637.28,2,3,,4,0
NFL-STH-10382,4,Upper Bowl,6,4868,9,6,66.7,22.7,1316.1,8,0,,3,0
NFL-STH-10383,9,Lower Bowl,2,3164,9,9,100.0,0.0,1139.13,3,1,9.0,5,0
NFL-STH-10384,6,Lower Bowl,4,6112,9,9,100.0,0.0,2419.83,2,0,10.0,4,0
NFL-STH-10385,7,Lower Bowl,2,3462,9,6,66.7,30.7,642.9,3,0,7.0,2,0
NFL-STH-10386,2,Lower Bowl,4,6313,9,8,88.9,14.2,2180.96,4,0,,8,0
NFL-STH-10387,1,Upper Bowl,2,1757,9,6,66.7,54.0,663.66,1,0,,1,0
NFL-STH-10388,6,Upper Bowl,6,4874,9,6,66.7,19.3,1159.86,5,0,,3,0
NFL-STH-10389,7,Upper Bowl,2,1785,9,8,88.9,23.1,827.52,1,1,,4,0
NFL-STH-10390,19,Lower Bowl,2,3195,9,8,88.9,12.9,1399.52,5,0,8.0,3,0
NFL-STH-10391,3,Lower Bowl,2,3471,9,8,88.9,19.5,844.16,2,0,9.0,5,0
NFL-STH-10392,2,Lower Bowl,2,3466,9,8,88.9,10.1,690.8,1,2,7.0,3,0
NFL-STH-10393,6,Club VIP,2,6392,9,8,88.9,2.7,2040.8,0,0,7.0,6,0
NFL-STH-10394,2,Upper Bowl,2,1844,9,6,66.7,40.8,414.3,2,0,,5,0
NFL-STH-10395,11,Lower Bowl,4,7036,9,9,100.0,0.0,3349.08,1,0,,4,0
NFL-STH-10396,8,Lower Bowl,2,3436,9,3,33.3,73.2,393.12,2,0,8.0,1,0
NFL-STH-10397,3,Club VIP,2,6891,9,8,88.9,20.8,1599.12,0,0,8.0,3,0
NFL-STH-10398,6,Upper Bowl,4,3356,9,8,88.9,11.0,912.88,3,1,8.0,4,0
NFL-STH-10399,6,Upper Bowl,4,3524,9,8,88.9,5.1,1628.8,6,0,,4,0
NFL-STH-10400,1,Lower Bowl,2,3072,9,6,66.7,17.7,677.16,2,1,7.0,4,1
NFL-STH-10401,10,Club VIP,2,6171,9,7,77.8,30.4,1695.33,0,0,,1,0
NFL-STH-10402,3,Lower Bowl,2,3519,9,7,77.8,26.4,1110.69,2,0,8.0,4,0
NFL-STH-10403,8,Lower Bowl,4,6393,9,6,66.7,23.6,1385.64,1,0,10.0,3,0
NFL-STH-10404,2,Upper Bowl,4,3611,9,5,55.6,39.0,790.8,6,0,8.0,3,0
NFL-STH-10405,10,Upper Bowl,2,1820,9,7,77.8,17.5,557.69,4,0,10.0,3,0
NFL-STH-10406,2,Lower Bowl,4,6903,9,9,100.0,0.0,2709.0,1,0,10.0,5,0
NFL-STH-10407,1,Lower Bowl,4,7037,9,6,66.7,18.5,1772.64,2,0,,1,0
NFL-STH-10408,10,Upper Bowl,4,3353,9,6,66.7,25.1,907.2,5,0,9.0,3,0
NFL-STH-10409,1,Lower Bowl,4,6118,9,8,88.9,0.0,2110.56,2,0,10.0,2,0
NFL-STH-10410,2,Upper Bowl,2,1719,9,6,66.7,29.2,435.36,3,0,9.0,6,0
NFL-STH-10411,12,Club VIP,2,6204,9,9,100.0,0.0,1495.08,2,0,10.0,5,0
NFL-STH-10412,13,Lower Bowl,2,3050,9,5,55.6,37.0,688.65,1,1,,2,0
NFL-STH-10413,4,Club VIP,2,6426,9,9,100.0,0.0,3011.49,5,0,8.0,4,0
NFL-STH-10414,4,Lower Bowl,2,3416,9,7,77.8,5.9,724.43,3,0,,2,0
NFL-STH-10415,3,Upper Bowl,6,5278,9,8,88.9,31.3,1548.96,3,0,10.0,8,0
NFL-STH-10416,2,Lower Bowl,2,3190,9,5,55.6,56.9,519.4,2,0,9.0,5,0
NFL-STH-10417,2,Club VIP,2,6708,9,9,100.0,0.0,2486.07,5,1,9.0,5,0
NFL-STH-10418,5,Club VIP,2,6302,9,8,88.9,3.3,2099.36,2,0,10.0,7,0
NFL-STH-10419,6,Lower Bowl,6,9140,9,7,77.8,24.9,2630.11,2,0,8.0,1,0
NFL-STH-10420,7,Lower Bowl,2,3406,9,5,55.6,48.6,512.3,2,1,7.0,4,0
NFL-STH-10421,7,Club VIP,2,6678,9,8,88.9,23.0,1956.96,0,0,,5,0
NFL-STH-10422,1,Upper Bowl,2,1809,9,9,100.0,0.0,438.39,3,0,9.0,7,0
NFL-STH-10423,3,Lower Bowl,2,3058,9,8,88.9,2.9,1074.4,5,0,10.0,4,0
NFL-STH-10424,1,Lower Bowl,8,13767,9,9,100.0,0.0,5621.22,2,0,10.0,5,0
NFL-STH-10425,4,Upper Bowl,6,5318,9,3,33.3,77.6,494.79,2,2,6.0,3,0
NFL-STH-10426,3,Club VIP,2,6620,9,9,100.0,0.0,1470.33,4,1,10.0,6,0
NFL-STH-10427,9,Upper Bowl,6,5322,9,5,55.6,38.9,1673.85,5,0,10.0,3,0
NFL-STH-10428,2,Lower Bowl,4,6909,9,7,77.8,8.8,1563.03,4,3,6.0,1,1
NFL-STH-10429,1,Upper Bowl,4,3529,9,7,77.8,29.4,1438.08,2,0,10.0,5,0
NFL-STH-10430,1,Upper Bowl,2,1763,9,7,77.8,35.1,538.44,2,0,,4,0
NFL-STH-10431,6,Upper Bowl,2,1867,9,6,66.7,59.2,460.56,2,1,8.0,1,0
NFL-STH-10432,4,Upper Bowl,2,1807,9,7,77.8,10.2,621.39,2,0,8.0,3,0
NFL-STH-10433,1,Lower Bowl,4,6504,9,8,88.9,18.1,1655.68,2,0,9.0,1,0
NFL-STH-10434,1,Upper Bowl,2,1795,9,8,88.9,7.0,661.2,3,0,9.0,2,0
NFL-STH-10435,5,Lower Bowl,2,3226,9,6,66.7,41.1,711.36,5,0,9.0,3,0
NFL-STH-10436,1,Lower Bowl,2,3149,9,6,66.7,18.6,542.34,3,0,8.0,3,0
NFL-STH-10437,7,Lower Bowl,4,6652,9,9,100.0,0.0,2522.25,3,0,10.0,7,0
NFL-STH-10438,5,Lower Bowl,2,3485,9,7,77.8,9.6,854.7,5,0,9.0,4,0
NFL-STH-10439,1,Lower Bowl,4,6971,9,8,88.9,3.3,2004.64,4,0,9.0,3,0
NFL-STH-10440,1,Lower Bowl,6,9612,9,7,77.8,23.0,1967.63,1,1,8.0,4,0
NFL-STH-10441,18,Lower Bowl,2,3293,9,8,88.9,4.7,1421.92,2,1,9.0,4,0
NFL-STH-10442,2,Upper Bowl,4,3337,9,3,33.3,73.3,585.21,1,0,9.0,1,0
NFL-STH-10443,2,Upper Bowl,2,1868,9,7,77.8,32.5,694.96,5,3,5.0,5,0
NFL-STH-10444,7,Lower Bowl,4,7021,9,9,100.0,0.0,2175.03,0,0,9.0,3,0
NFL-STH-10445,12,Lower Bowl,2,3351,9,9,100.0,0.0,703.08,5,0,9.0,5,0
NFL-STH-10446,18,Lower Bowl,4,6852,9,8,88.9,17.1,3017.44,4,0,10.0,6,0
NFL-STH-10447,6,Lower Bowl,4,6766,9,5,55.6,60.6,1281.65,3,0,8.0,2,0
NFL-STH-10448,2,Club VIP,6,19948,9,8,88.9,15.3,4861.44,3,0,10.0,5,0
NFL-STH-10449,1,Lower Bowl,4,6131,9,6,66.7,21.1,1710.06,3,0,6.0,2,0
NFL-STH-10450,7,Lower Bowl,2,3258,9,6,66.7,46.9,990.06,1,0,8.0,3,0
NFL-STH-10451,4,Upper Bowl,4,3574,9,4,44.4,49.5,636.32,1,0,,3,1
NFL-STH-10452,3,Lower Bowl,4,6730,9,7,77.8,31.3,2356.97,2,1,7.0,3,0
NFL-STH-10453,10,Lower Bowl,4,6438,9,8,88.9,26.8,2599.84,3,0,,4,0
NFL-STH-10454,1,Lower Bowl,2,3492,9,8,88.9,15.7,781.68,3,1,8.0,5,0
NFL-STH-10455,3,Club VIP,6,18721,9,9,100.0,0.0,5570.37,3,2,,7,0
NFL-STH-10456,1,Lower Bowl,4,6560,9,9,100.0,0.0,2857.05,4,0,9.0,3,0
NFL-STH-10457,3,Upper Bowl,4,3582,9,8,88.9,0.0,412.0,5,0,10.0,7,0
NFL-STH-10458,1,Lower Bowl,2,3374,9,8,88.9,1.9,1004.16,2,0,9.0,3,0
NFL-STH-10459,1,Lower Bowl,4,6702,9,7,77.8,35.4,1219.05,2,1,8.0,4,0
NFL-STH-10460,1,Upper Bowl,2,1685,9,6,66.7,31.6,422.82,3,0,8.0,3,0
NFL-STH-10461,5,Upper Bowl,4,3309,9,9,100.0,0.0,1332.45,2,0,8.0,3,0
NFL-STH-10462,6,Upper Bowl,2,1777,9,7,77.8,23.0,509.88,4,0,8.0,5,0
NFL-STH-10463,4,Lower Bowl,4,6655,9,7,77.8,29.8,1588.02,5,0,9.0,4,0
NFL-STH-10464,14,Upper Bowl,8,6642,9,6,66.7,40.3,1393.38,4,2,6.0,2,0
NFL-STH-10465,2,Lower Bowl,2,3378,9,9,100.0,0.0,1788.84,4,0,10.0,4,0
NFL-STH-10466,2,Lower Bowl,8,13033,9,9,100.0,0.0,6696.9,5,1,8.0,5,0
NFL-STH-10467,9,Club VIP,2,6721,9,6,66.7,36.1,1091.4,2,0,8.0,3,0
NFL-STH-10468,2,Lower Bowl,4,6883,9,5,55.6,42.3,1774.65,5,0,9.0,2,1
NFL-STH-10469,14,Lower Bowl,4,6242,9,9,100.0,0.0,2124.27,1,2,7.0,3,0
NFL-STH-10470,1,Lower Bowl,4,6098,9,5,55.6,41.3,1338.75,2,0,7.0,2,0
NFL-STH-10471,15,Upper Bowl,4,3627,9,6,66.7,41.9,944.82,3,2,8.0,4,0
NFL-STH-10472,1,Upper Bowl,4,3540,9,6,66.7,38.8,801.66,3,0,9.0,0,0
NFL-STH-10473,9,Upper Bowl,2,1793,9,6,66.7,30.7,598.08,3,0,9.0,4,0
NFL-STH-10474,4,Lower Bowl,2,3442,9,7,77.8,33.0,936.46,2,0,8.0,6,0
NFL-STH-10475,20,Upper Bowl,4,3639,9,8,88.9,9.8,1127.52,5,3,7.0,5,0
NFL-STH-10476,1,Club VIP,4,14004,9,9,100.0,0.0,3145.86,3,2,7.0,7,0
NFL-STH-10477,4,Upper Bowl,4,3503,9,7,77.8,13.7,869.82,2,0,10.0,5,0
NFL-STH-10478,14,Club VIP,4,13097,9,7,77.8,14.6,2211.02,3,0,,5,0
NFL-STH-10479,3,Upper Bowl,2,1717,9,6,66.7,23.5,481.44,6,0,9.0,5,0
NFL-STH-10480,4,Lower Bowl,4,6227,9,6,66.7,30.6,1129.2,8,0,8.0,3,0
NFL-STH-10481,5,Upper Bowl,2,1761,9,4,44.4,67.9,298.76,3,0,9.0,4,0
NFL-STH-10482,3,Upper Bowl,2,1685,9,7,77.8,14.1,751.8,0,0,8.0,5,0
NFL-STH-10483,4,Club VIP,2,6964,9,7,77.8,24.1,2099.72,5,2,6.0,6,0
NFL-STH-10484,4,Lower Bowl,2,3319,9,6,66.7,26.7,774.18,3,0,10.0,5,0
NFL-STH-10485,10,Upper Bowl,2,1766,9,4,44.4,53.0,313.04,4,1,8.0,3,0
NFL-STH-10486,1,Lower Bowl,2,3210,9,3,33.3,51.6,559.2,3,0,7.0,2,0
NFL-STH-10487,2,Upper Bowl,4,3256,9,5,55.6,42.2,904.15,2,0,8.0,1,0
NFL-STH-10488,13,Lower Bowl,2,3055,9,9,100.0,0.0,1081.53,3,2,7.0,3,0
NFL-STH-10489,9,Lower Bowl,2,3243,9,7,77.8,20.3,610.54,1,0,8.0,2,0
NFL-STH-10490,3,Lower Bowl,2,3080,9,9,100.0,0.0,1276.38,3,1,8.0,6,0
NFL-STH-10491,4,Lower Bowl,2,3331,9,6,66.7,38.7,929.28,0,2,7.0,4,0
NFL-STH-10492,2,Upper Bowl,2,1839,9,5,55.6,46.6,336.85,1,0,,4,0
NFL-STH-10493,1,Lower Bowl,2,3463,9,8,88.9,0.0,1109.92,3,0,9.0,3,0
NFL-STH-10494,3,Lower Bowl,4,6712,9,7,77.8,33.0,1667.33,1,0,,6,0
NFL-STH-10495,2,Lower Bowl,4,6282,9,6,66.7,35.4,1493.76,0,0,10.0,3,0
NFL-STH-10496,4,Lower Bowl,4,6908,9,8,88.9,13.1,885.84,0,0,9.0,5,0
NFL-STH-10497,1,Upper Bowl,2,1840,9,7,77.8,22.1,528.92,4,0,,5,0
NFL-STH-10498,15,Upper Bowl,2,1665,9,6,66.7,28.1,596.34,3,0,10.0,1,0
NFL-STH-10499,18,Lower Bowl,4,6787,9,4,44.4,57.8,888.48,4,0,8.0,2,0
NFL-STH-10500,5,Upper Bowl,2,1688,9,4,44.4,60.4,324.2,7,0,9.0,1,0
NFL-STH-10501,4,Upper Bowl,2,1819,9,9,100.0,0.0,583.92,3,0,8.0,5,0
NFL-STH-10502,2,Lower Bowl,2,3518,9,5,55.6,26.9,704.05,1,0,9.0,1,0
NFL-STH-10503,7,Upper Bowl,2,1622,9,5,55.6,39.0,378.35,3,0,9.0,2,0
NFL-STH-10504,5,Lower Bowl,2,3470,9,8,88.9,8.6,814.56,3,0,9.0,2,0
NFL-STH-10505,1,Club VIP,2,6677,9,9,100.0,0.0,2759.67,2,0,10.0,6,0
NFL-STH-10506,10,Upper Bowl,4,3726,9,9,100.0,0.0,1774.44,7,0,,5,0
NFL-STH-10507,7,Lower Bowl,2,3263,9,4,44.4,58.2,447.4,2,0,7.0,2,0
NFL-STH-10508,12,Upper Bowl,4,3662,9,7,77.8,34.1,1259.37,4,1,8.0,4,0
NFL-STH-10509,6,Upper Bowl,4,3261,9,6,66.7,25.6,1089.0,3,0,10.0,2,0
NFL-STH-10510,4,Club VIP,4,12803,9,9,100.0,0.0,4898.07,2,0,9.0,2,0
NFL-STH-10511,3,Upper Bowl,4,3264,9,6,66.7,28.3,553.38,0,2,,3,0
NFL-STH-10512,11,Lower Bowl,6,10524,9,9,100.0,0.0,4325.31,7,1,8.0,5,0
NFL-STH-10513,9,Lower Bowl,2,3432,9,9,100.0,0.0,1016.19,5,0,10.0,5,0
NFL-STH-10514,1,Upper Bowl,2,1832,9,5,55.6,39.3,364.2,5,0,9.0,2,1
NFL-STH-10515,1,Upper Bowl,2,1854,9,8,88.9,3.1,1062.08,1,0,8.0,4,0
NFL-STH-10516,2,Club VIP,4,12323,9,7,77.8,18.7,3571.33,4,0,10.0,6,0
NFL-STH-10517,7,Lower Bowl,4,6450,9,8,88.9,18.8,1894.56,4,3,6.0,4,0
NFL-STH-10518,18,Upper Bowl,2,1633,9,7,77.8,11.7,251.23,2,0,10.0,6,0
NFL-STH-10519,1,Upper Bowl,6,5006,9,6,66.7,37.6,1940.34,1,1,9.0,2,0
NFL-STH-10520,4,Upper Bowl,2,1673,9,7,77.8,5.2,371.7,4,0,8.0,4,0
NFL-STH-10521,2,Club VIP,6,19591,9,9,100.0,0.0,5125.32,5,3,5.0,5,0
NFL-STH-10522,15,Lower Bowl,2,3168,9,9,100.0,0.0,1080.54,5,0,8.0,4,0
NFL-STH-10523,8,Lower Bowl,2,3088,9,5,55.6,38.8,862.45,2,0,7.0,5,0
NFL-STH-10524,8,Upper Bowl,2,1657,9,8,88.9,7.8,763.68,6,0,9.0,6,0
